code;date;promotion;formation;specialite;genre;age  ;nationalite;bac;csp;reponse;situation_mars;recherche_emploi_depuis;refus_plusieurs_emplois;type_etude;type_etude_autre;secteur_cifre;secteur_cifre_autre;intitule_formation;etablissement_formation;situation_represente;situation_represente_autre;egalement_recherche_emploi;premier_emploi_depuis_diplome;situation;situation_inactive_depuis;num_emploi;temps_pour_premier_emploi;moyen_trouver_emploi;moyen_trouver_emploi_autre;employeur;employeur_autre;secteur_activite_organisme;type_emploi;type_emploi_autre;type_volontariat;type_volontariat_autre;statut_emploi;condition_depart_entrprise;condition_depart_entreprise_autre;objectif_premier_emploi;objectif_premier_emploi_autre;intitule_emploi;responsabilite_hierarchique;responsabilite_projet;responsabilite_equipe;responsabilite_budget;mission_rse;mission_rse_environnement;mission_rse_egalite;mission_rse_handicap;mission_rse_ouverture;mission_rse_ethique;mission_rse_autre;moyen_trouver_emploi_2;moyen_trouver_emploi_autre_2;critere_principal;critere_principal_autre;duree_trouver_emploi;employeur_2;employeur_2_autre;employeur_2_type;taille_organisme_2;secteur_activite_organisme_2;type_emploi_2;statut_emploi_autre_2;createur_entreprise;activite_principale;type_volontariat_2;type_volontariat_autre_2;statut_emploi_2;fonction_emploi_2;fonction_emploi_autre_2;temps_travail;heure_par_semaine;teletravail;moyenne_jours_teletravail;departement;pays;ville;emploi_represente_2;emploi_represente_autre_2;recherche_emploi;raison_recherche_emploi
22BDI256AN;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Génie Industiel);Génie industriel;F;22;FRANCAIS(E);Bac S;21;Oui;En activité professionnelle;;;;;;;;;;;;;;;2ème emploi ou plus depuis votre sortie de l'école*;1;Démarché par un chasseur de têtes;;Une entreprise privée;;Industrie automobile, aéronautique, navale, ferroviaire;CDD;;;;Cadre;Fin de contrat ou fin de mission;;Elargir vos compétences et progresser professionnellement;;Ingénieur qualité industrielle;Oui;Non;Non;Non;Non;;;;;;;Démarché par un chasseur de têtes;;Le montant du salaire proposé;;;Une entreprise privée;;Société de conseil / d'ingénierie ou Bureau d'études indépendant;De 50 à 99 salariés;Industrie automobile, aéronautique, navale, ferroviaire;CDI;;;;;;Cadre;Qualité, sécurité, sûreté de fonctionnement;;Temps plein;;Oui;1;13;;Vitrolles;Un emploi précaire en attendant mieux;;Non;
22MDI205AM;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Génie Biomédical);Génie Biomédical;M;22;FRANCAIS(E);Bac S;61;Oui;En poursuite d'études;;;Master of Business Administration;;;;Master Management et Administration des Entreprises;iaelyon School of Management;L'acquisition d'une double compétence;;Non;Oui;;;;1;Site Internet spécialisé dans l'emploi (Apec...);;La fonction publique d'Etat;;Enseignement;CDD;;;;Non cadre;Autre;Je suis encore étudiant en double diplôme à l'IAE Lyon, j'ai décidé de faire le métier d'enseignant pour le semestre 22;Autre;Travailler en tant qu'enseignant afin de découvrir le métier et mener à bien mes autres projets professionnels (je ne peux pas m'engager sur un CDI au vu de mes projets pour l'année prochaine.);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22SDI234AM;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Génie Biomédical);Génie Biomédical;F;22;FRANCAIS(E);Bac S;31;Oui;En poursuite d'études;;;Master recherche;;;;BME BioMech;Université Paris Cité;L'acquisition d'une double compétence;;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22GDI239UI;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Génie Biomédical);Génie Biomédical;M;22;FRANCAIS(E);Bac S;52;Oui;En poursuite d'études;;;Master professionnel;;;;Master Management de projets;IAE Lille;L'acquisition d'une double compétence;;Oui;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22GDI352UL;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Mécanique);Mécanique;F;22;FRANCAIS(E);Bac S;38;Oui;En poursuite d'études;;;Thèse académique;;;;Doctorat en biomécanique;Centre National de la Recherche Scientifique (CNRS);Un perfectionnement dans votre domaine d'excellence;;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22VDI230AU;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Génie Biomédical);Génie Biomédical;F;22;FRANCAIS(E);Bac S;33;Oui;En poursuite d'études;;;Mastère spécialisé habilité par la CGE;;;;Mastère Spécialisé Stratégie et développement d'affaires internationales;EM Lyon et CentraleSupelec;L'acquisition d'une double compétence;;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22BDI320AL;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Matériaux);Matériaux;F;23;FRANCAIS€;Bac S;82;Oui;En poursuite d'études;;;Autre;Master gestion - management de projet et de la qualité;;;Master management de projets et de la qualité;IAE Paris Est Créteil;L'acquisition d'une double compétence;;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22RDI301LI;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Matériaux);Matériaux;F;23;FRANCAIS(E);Bac S;38;Oui;En poursuite d'études;;;Thèse CIFRE, sur CDD;;Industrie chimique ou pharmaceutique;;Thèse CIFRE, non précisé;Université Claude Bernard Lyon 1;L'acquisition d'une double compétence;;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22DDI331IL;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Matériaux);Matériaux;F;22;FRANCAIS(E);Bac S;34;Oui;En poursuite d'études;;;Thèse académique;;;;Doctorant en Science des Matériaux et Mécanique;ISAE-SUPAERO;Un perfectionnement dans votre domaine d'excellence;;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22SDI357IL;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Mécanique);Mécanique;M;22;FRANCAIS(E);Bac S;75;Oui;En poursuite d'études;;;Thèse CIFRE, sur CDD;;Energie;;Thèse CIFRE, non précisé;Université de Lorraine - EDF R&D;Un perfectionnement dans votre domaine d'excellence;;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22GDI337AT;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Mécanique);Mécanique;M;22;FRANCAIS(E);Bac S;46;Oui;Sans activité professionnelle, volontairement sans emploi (ex : période sabbatique);;;;;;;;;;;;;Rattrapage absence d'ERASMUS -> Voyage van;Après avoir occupé un premier emploi;;1;Candidature spontanée (hors candidature via un site internet);;Une entreprise privée;;Commerce / Distribution;CDD;;;;Non cadre;Fin de contrat ou fin de mission;;Autre;Voyage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22LDI225EA;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Génie Biomédical);Génie Biomédical;F;21;FRANCAIS(E);Bac S;31;Oui;En poursuite d'études;;;Master of Business Administration;;;;General Management Program;iaelyon School of Management;L'acquisition d'une double compétence;;Non;Oui;;;;2;Candidature spontanée (hors candidature via un site internet);;La fonction publique d'Etat;;Enseignement;CDD;;;;Non cadre;Autre;Job étudiant encore actuel;Elargir vos compétences et progresser professionnellement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22DDI206NT;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Génie Biomédical);Génie Biomédical;M;22;FRANCAIS(E);Bac S;38;Oui;En poursuite d'études;;;Thèse académique;;;;Doctorat en génie;Ecole de Technologie Supérieure;L'acquisition d'une double compétence;;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22QDI229AS;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Génie Biomédical);Génie Biomédical;F;23;ITALIEN(NE);Bac international;66;Oui;En poursuite d'études;;;Master of Business Administration;;;;Master Management et Administration des Entreprises;L4AE;L'acquisition d'une double compétence;;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22GDI278XE;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Informatique);Informatique;M;22;FRANCAIS(E);Bac S;45;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Consultant - Digital Project Manager;Non;Oui;Oui;Non;Non;;;;;;;Stage de fin d'études;;Le montant du salaire proposé;;1;Une entreprise privée;;Société de conseil / d'ingénierie ou Bureau d'études indépendant;De 250 à 499 salariés;Société de conseil;CDI;;;;;;Cadre;Autre;Gestion de projet - Luxe;Temps plein;;Oui;2;99;Suisse;;Un emploi satisfaisant mais lié à la conjoncture;Un emploi satisfaisant pour les prochaines années;Non;
22BDI244LE;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Génie Industiel);Génie industriel;M;24;FRANCAIS(E);Bac technologique;47;Oui;En activité professionnelle;;;;;;;;;;;;;;;2ème emploi ou plus depuis votre sortie de l'école*;1;Réseaux sociaux professionnels (Viadéo, Linkedin);;Une entreprise privée;;Energie;CDI;;;;Cadre;Démission, vous aviez une autre proposition de contrat;;Opérer une mobilité géographique (y compris à l'international);;Intégrateur en informatique industrielle;Non;Oui;Non;Non;Non;;;;;;;Réseaux sociaux professionnels (Viadéo, Linkedin);;L'adéquation entre projet professionnel et emploi;;;Une entreprise privée;;Société de conseil / d'ingénierie ou Bureau d'études indépendant;De 500 à 1 999 salariés;Energie;CDI;;;;;;Cadre;Informatique industrielle et technique;;Temps plein;;Oui;1;99;Canada;;Le véritable emploi que vous recherchiez;;Non;
22JDI216HL;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Génie Biomédical);Génie Biomédical;F;22;FRANCAIS(E);Bac S;38;Oui;Sans activité professionnelle, volontairement sans emploi (ex : période sabbatique);;;;;;;;;;;;;Année sabbatique;Votre sortie de l'école;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22MDI354HE;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Mécanique);Mécanique;M;21;FRANCAIS(E);Bac S;54;Oui;En activité professionnelle;;;;;;;;;;;;;;;2ème emploi ou plus depuis votre sortie de l'école*;1;Réseaux sociaux professionnels (Viadéo, Linkedin);;Une entreprise privée;;Industrie automobile, aéronautique, navale, ferroviaire;Autre;CDM (contrat à durée maximale);;;Non cadre;Démission, vous aviez une autre proposition de contrat;;Trouver un emploi correspondant mieux à vos compétences;;Technicien méthode contrôle;Non;Oui;Non;Non;Non;;;;;;;Démarché par un chasseur de têtes;;La notoriété de l'entreprise;;;Une entreprise privée;;Aucune des trois propositions;De 2 000 à 9 999 salariés;Industrie automobile, aéronautique, navale, ferroviaire;CDI;;;;;;Non cadre;Production - exploitation;;Temps plein;;Oui;1;99;Suisse;;Un emploi satisfaisant mais lié à la conjoncture;;Non;
22GDI261AU;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Génie Industiel);Génie industriel;M;21;FRANCAIS(E);Bac S;56;Oui;En recherche d'emploi;Après avoir occupé un premier emploi;Non;;;;;;;;;;;;;;0;Stage de fin d'études;;Une entreprise privée;;Fabrication de textiles, industrie de l’habillement, industrie du cuir et de la chaussure;CDD;;;;Cadre;Fin de contrat ou fin de mission;;Etre mieux rémunéré(e);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22ADI277AN;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Informatique);Informatique;M;23;FRANCAIS(E);Bac S;73;Oui;En poursuite d'études;;;Mastère spécialisé habilité par la CGE;;;;Mastère Cybersécurité du Numérique;INSA Lyon;L'acquisition d'une double compétence;;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22TDI347AT;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Mécanique);Mécanique;M;23;FRANCAIS(E);Bac S;38;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Consultant Junior PLM;Non;Oui;Non;Non;Non;;;;;;;Réseaux sociaux professionnels (Viadéo, Linkedin);;Le choix de l'international;;2;Une entreprise privée;;ESN (Entreprise de Services du Numérique – anciennement SSII);50 000 salariés et plus;Autres secteurs industriels;CDI;;;;;;Cadre;Etudes - conseil et expertise;;Temps plein;;Oui;1;99;Suisse;;Un emploi satisfaisant mais lié à la conjoncture;;Non;
22FDI344RT;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Mécanique);Mécanique;M;21;FRANCAIS(E);Bac S;48;Oui;Sans activité professionnelle, volontairement sans emploi (ex : période sabbatique);;;;;;;;;;;;;Dépression;Votre sortie de l'école;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22LDI315OI;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Matériaux);Matériaux;M;22;FRANCAIS(E);Bac S;38;Oui;En recherche d'emploi;Votre sortie de l'école;Oui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22MDI294UE;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Informatique);Informatique;M;23;FRANCAIS(E);Bac ES;47;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Software engineer;Oui;Oui;Oui;Non;Non;;;;;;;Stage de fin d'études;;L'adéquation entre projet professionnel et emploi;;2;Une entreprise publique (La Poste, SNCF, EDF...);;;De 20 à 49 salariés;Industries des technologies de l’information, Entreprises de Services Numériques;CDI;;;;;;Cadre;Informatique industrielle et technique;;Temps plein;;Oui;4;99;Canada;;Le véritable emploi que vous recherchiez;;Non;
22MDI324EN;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Matériaux);Matériaux;M;22;FRANCAIS(E);Bac S;22;Oui;En recherche d'emploi;Après avoir occupé un premier emploi;Oui;;;;;;;;;;;;;;1;Site Internet spécialisé dans l'emploi (Apec...);;La fontion publique territoriale;;Bureau d'études;CDI;;;;Non cadre;Autre;Ne convenait pas à mes attentes;Autre;Ne convenait pas à mes attentes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22GDI228PH;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Génie Biomédical);Génie Biomédical;F;22;FRANCAIS(E);Bac S;75;Oui;En volontariat;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Ingénieur consultant;Non;Oui;Non;Non;Non;;;;;;;Démarché par un chasseur de têtes;;Le choix de l'international;;1;Une entreprise privée;;Société de conseil / d'ingénierie ou Bureau d'études indépendant;De 100 à 249 salariés;Industrie pharmaceutique;Volontariat;;;;Volontariat International en Entreprise;;Cadre;Autre;Industrie pharmaceutique;Temps plein;;Oui;1;99;Belgique;;Un emploi satisfaisant mais lié à la conjoncture;;Non;
22CDI292AN;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Informatique);Informatique;M;22;FRANCAIS(E);Bac S;37;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Développeur ASP.NET Core;Non;Non;Non;Non;Non;;;;;;;Stage de fin d'études;;Le choix de l'international;;0;Une entreprise privée;;Aucune des trois propositions;De 100 à 249 salariés;Production et distribution d'eau, assainissement, gestion des déchets et dépollution;Contrat local à l'étranger;;;;;;Non cadre;Informatique industrielle et technique;;Temps plein;;Oui;1;99;Canada;;Un emploi précaire en attendant mieux;;Oui;Trouver un emploi correspondant mieux à vos compétences
22HDI242AS;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Génie Industiel);Génie industriel;M;24;FRANCAIS(E);Bac S;76;Oui;En recherche d'emploi;Votre sortie de l'école;Oui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22BDI243LI;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Génie Industiel);Génie industriel;M;23;FRANCAIS(E);Bac S;42;Oui;En recherche d'emploi;Votre sortie de l'école;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22BDI245AH;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Génie Industiel);Génie industriel;M;24;MAROCAIN(E);Bac S;38;Oui;En recherche d'emploi;Votre sortie de l'école;Oui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22PDI366UG;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Mécanique);Mécanique;M;22;FRANCAIS(E);Bac S;37;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Ingénieur méthode et maintenance;Oui;Oui;Non;Oui;Non;;;;;;;Candidature spontanée (hors candidature via un site internet);;Le choix de l'international;;3;Une entreprise privée;;Aucune des trois propositions;De 500 à 1 999 salariés;Transports (services);Autre;VIE;;;Volontariat International en Entreprise;;Cadre;Méthodes, contrôle de production, maintenance;;Temps plein;;Non;;99;Gabon;;Le véritable emploi que vous recherchiez;;Non;
22PDI383IL;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Maths appliquées);Maths appliquées;F;23;FRANCAIS(E);Bac S;33;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Data & Risk Analyst;Non;Oui;Oui;Oui;Non;;;;;;;Stage de fin d'études;;Le plan d'évolution de carrière proposé par l'entreprise;;0;Une entreprise privée;;Aucune des trois propositions;De 500 à 1 999 salariés;Institution financière/Banque/Assurance;CDD;;;;;;Non cadre;Autre;Data Science;Temps plein;;Oui;1;99;Luxembourg;;Un emploi satisfaisant mais lié à la conjoncture;;Oui;Trouver un emploi correspondant mieux à vos compétences
22CDI305AN;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Matériaux);Matériaux;M;25;FRANCAIS(E);Bac technologique;38;Oui;En recherche d'emploi;Après avoir occupé un premier emploi;Oui;;;;;;;;;;;;;;0;Stage de fin d'études;;Une entreprise privée;;Bâtiment, travaux publics, construction;CDD;;;;Cadre;Fin de contrat ou fin de mission;;Elargir vos compétences et progresser professionnellement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22GDI307LE;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Matériaux);Matériaux;M;22;FRANCAIS(E);Bac S;37;Oui;En recherche d'emploi;Votre sortie de l'école;Oui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22MDI258HE;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Génie Industiel);Génie industriel;M;22;FRANCAIS(E);Bac S;52;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Chef de projet qualité;Non;Oui;Non;Oui;Non;;;;;;;Stage de fin d'études;;L'adéquation entre projet professionnel et emploi;;0;Une entreprise privée;;Aucune des trois propositions;De 50 à 99 salariés;Autres secteurs industriels;CDD;;;;;;Non cadre;Qualité, sécurité, sûreté de fonctionnement;;Temps plein;;Oui;0;99;Suisse;;Un emploi satisfaisant mais lié à la conjoncture;;Non;
22VDI290AS;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Informatique);Informatique;M;22;FRANCAIS(E);Bac S;34;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Développeur Back end;Non;Oui;Non;Oui;Non;;;;;;;Relations personnelles;;Le choix de l'international;;0;Une entreprise privée;;Aucune des trois propositions;50 000 salariés et plus;Commerce / Distribution;CDI;;;;;;Non cadre;Réseaux, intranet, internet, télécommunications;;Temps plein;;Oui;5;99;Canada;;Un emploi satisfaisant mais lié à la conjoncture;;Oui;Elargir vos compétences et progresser professionnellement
22RDI330AN;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Matériaux);Matériaux;F;21;FRANCAIS(E);Bac S;34;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Deputy programm manager;Non;Oui;Oui;Oui;Non;;;;;;;Réseaux sociaux professionnels (Viadéo, Linkedin);;Le lieu géographique (hors pays étranger);;6;Une entreprise publique (La Poste, SNCF, EDF...);;;50 000 salariés et plus;Industrie automobile, aéronautique, navale, ferroviaire;CDD;;;;;;Cadre;Autre;Management;Temps plein;;Oui;1;99;Allemagne;;Un emploi satisfaisant mais lié à la conjoncture;;Non;
22LDI394AT;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Maths appliquées);Maths appliquées;M;24;FRANCAIS(E);Bac S;38;Oui;En recherche d'emploi;Votre sortie de l'école;Oui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22MDI364LE;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Mécanique);Mécanique;M;23;FRANCAIS(E);Bac S;56;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Ingénieur d’affaires;Oui;Oui;Oui;Oui;Non;;;;;;;Stage de fin d'études;;Le lieu géographique (hors pays étranger);;0;Une entreprise publique (La Poste, SNCF, EDF...);;;De 10 à 19 salariés;Industries des technologies de l’information, Entreprises de Services Numériques;CDI;;;;;;Cadre;Ingénieur(e) d'affaires, responsables d'affaires;;Temps plein;;Oui;2,5;99;Suisse;;Le véritable emploi que vous recherchiez;;Non;
22BDI265HO;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Informatique);Informatique;M;24;FRANCAIS(E);Bac S;61;Oui;Sans activité professionnelle, volontairement sans emploi (ex : période sabbatique);;;;;;;;;;;;;Création d'entreprise;Après avoir occupé un premier emploi;;0;Apprenti : embauché par l'entreprise d'apprentissage;;Une entreprise privée;;Activités informatiques et service d'information;CDD;;;;Cadre;Fin de contrat ou fin de mission;;Elargir vos compétences et progresser professionnellement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22ADI386AR;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Maths appliquées);Maths appliquées;M;21;FRANCAIS(E);Bac S;37;Oui;En volontariat;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Consultant data;Non;Oui;Non;Non;Non;;;;;;;Démarché par un chasseur de têtes;;L'adéquation entre projet professionnel et emploi;;0;Une entreprise privée;;Société de conseil / d'ingénierie ou Bureau d'études indépendant;De 2 000 à 9 999 salariés;Société de conseil;Volontariat;;;;Volontariat International en Entreprise;;Cadre;Etudes - conseil et expertise;;Temps plein;;Oui;3;99;Belgique;;Un emploi satisfaisant mais lié à la conjoncture;;Oui;Trouver un emploi correspondant mieux à vos compétences
22RDI223LI;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Génie Biomédical);Génie Biomédical;F;22;FRANCAIS(E);Bac S;37;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Commis en boulangerie;Non;Non;Non;Non;Non;;;;;;;Relations personnelles;;Le montant du salaire proposé;;0;Une entreprise privée;;Aucune des trois propositions;De 500 à 1 999 salariés;Commerce / Distribution;CDI;;;;;;Non cadre;Autre;Commis;Temps plein;;Non;;99;Quebec;;Un emploi précaire en attendant mieux;;Oui;Etre mieux rémunéré(e)
22FDI298HA;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Informatique);Informatique;F;22;FRANCAIS(E);Bac S;53;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Software engineer;Non;Non;Non;Non;Non;;;;;;;Démarché par un chasseur de têtes;;Le montant du salaire proposé;;0;Une entreprise privée;;Aucune des trois propositions;De 500 à 1 999 salariés;Institution financière/Banque/Assurance;CDI;;;;;;Cadre;Réseaux, intranet, internet, télécommunications;;Temps plein;;Oui;2;99;Luxembourg;;Un emploi satisfaisant mais lié à la conjoncture;;Non;
22GDI209AN;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Génie Biomédical);Génie Biomédical;F;23;FRANCAIS(E);Bac S;55;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Consultant fonctionnel médical;Non;Oui;Non;Non;Non;;;;;;;Stage de fin d'études;;L'adéquation entre projet professionnel et emploi;;1;Une entreprise privée;;ESN (Entreprise de Services du Numérique – anciennement SSII);De 500 à 1 999 salariés;Activités informatiques et service d'information;CDI;;;;;;Cadre;Autre;Etude - conseil et expertise / Formatrice / Assistance technique;Temps plein;;Oui;1;13;;Aix-En-Provence;Autre;Un emploi idéal pour un jeune actif aimant être déplacement souvent.;Non;
22FDI286OB;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Informatique);Informatique;M;22;FRANCAIS(E);Bac S;42;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Software engineer;Non;Non;Non;Non;Non;;;;;;;Réseaux sociaux professionnels (Viadéo, Linkedin);;Autre;La totalité de ses choix;0;Une entreprise privée;;ESN (Entreprise de Services du Numérique – anciennement SSII);50 000 salariés et plus;Industries des technologies de l’information, Entreprises de Services Numériques;CDI;;;;;;Cadre;Etudes et développement en systèmes d'information;;Temps plein;;Oui;2,5;13;;Aix-En-Provence;Le véritable emploi que vous recherchiez;;Non;
22CDI371OF;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Mécanique);Mécanique;M;22;FRANCAIS(E);Bac S;21;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Ingénieur chargé d'affaires;Oui;Oui;Oui;Oui;Non;;;;;;;Stage de fin d'études;;Le lieu géographique (hors pays étranger);;0;Une entreprise privée;;Aucune des trois propositions;De 10 000 à 49 999 salariés;Bâtiment, travaux publics, construction;CDI;;;;;;Cadre;Ingénieur(e) d'affaires, responsables d'affaires;;Temps plein;;Oui;2;13;;Aix-En-Provence;Le véritable emploi que vous recherchiez;;Non;
