code;date;promotion;formation;specialite;genre;age  ;nationalite;bac;csp;reponse;situation_mars;recherche_emploi_depuis;refus_plusieurs_emplois;type_etude;type_etude_autre;secteur_cifre;secteur_cifre_autre;intitule_formation;etablissement_formation;situation_represente;situation_represente_autre;egalement_recherche_emploi;premier_emploi_depuis_diplome;situation;situation_inactive_depuis;num_emploi;temps_pour_premier_emploi;moyen_trouver_emploi;moyen_trouver_emploi_autre;employeur;employeur_autre;secteur_activite_organisme;type_emploi;type_emploi_autre;type_volontariat;type_volontariat_autre;statut_emploi;condition_depart_entrprise;condition_depart_entreprise_autre;objectif_premier_emploi;objectif_premier_emploi_autre;intitule_emploi;responsabilite_hierarchique;responsabilite_projet;responsabilite_equipe;responsabilite_budget;mission_rse;mission_rse_environnement;mission_rse_egalite;mission_rse_handicap;mission_rse_ouverture;mission_rse_ethique;mission_rse_autre;moyen_trouver_emploi_2;moyen_trouver_emploi_autre_2;critere_principal;critere_principal_autre;duree_trouver_emploi;employeur_2;employeur_2_autre;employeur_2_type;taille_organisme_2;secteur_activite_organisme_2;type_emploi_2;statut_emploi_autre_2;createur_entreprise;activite_principale;type_volontariat_2;type_volontariat_autre_2;statut_emploi_2;fonction_emploi_2;fonction_emploi_autre_2;temps_travail;heure_par_semaine;teletravail;moyenne_jours_teletravail;departement;pays;ville;emploi_represente_2;emploi_represente_autre_2;recherche_emploi;raison_recherche_emploi
22BDI299AT;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Matériaux);Matériaux;M;25;FRANCAIS(E);Bac S;38;Oui;En activité professionnelle;;;;;;;;;;;;;;;2ème emploi ou plus depuis votre sortie de l'école*;1;Démarché par un chasseur de têtes;;Une entreprise privée;;Industrie pharmaceutique;CDI;;;;Cadre;Démission, vous aviez une autre proposition de contrat;;Trouver un emploi correspondant mieux à vos compétences;;Ingénieur Recherche et Développement;Non;Non;Non;Non;Non;;;;;;;Site Internet d'entreprise;;L'adéquation entre projet professionnel et emploi;;;Une entreprise privée;;Aucune des trois propositions;50 000 salariés et plus;Industrie pharmaceutique;CDD;;;;;;Cadre;Recherche-Développement, études scientifiques et techniques;;Temps plein;;Oui;1;38;;Le Pont De Claix;Le véritable emploi que vous recherchiez;;Non;
22FDI318OU;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Matériaux);Matériaux;M;22;FRANCAIS(E);Bac S;34;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Chef de projet machine spéciale;Non;Oui;Non;Oui;Non;;;;;;;Site Internet spécialisé dans l'emploi (Apec...);;Les perspectives de croissance de l'entreprise;;3;Une entreprise privée;;Aucune des trois propositions;De 20 à 49 salariés;Autres secteurs industriels;CDI;;;;;;Cadre;Autre;Gestion de projet;Temps plein;;Oui;1;38;;Les Avenières Veyrins-Thuellin;Un emploi satisfaisant mais lié à la conjoncture;;Non;
22BDI241AT;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Génie Industiel);Génie industriel;M;25;FRANCAIS(E);Bac S;10;Oui;En activité professionnelle;;;;;;;;;;;;;;;2ème emploi ou plus depuis votre sortie de l'école*;0;Réseaux sociaux professionnels (Viadéo, Linkedin);;Une entreprise privée;;Industries des technologies de l’information, Entreprises de Services Numériques;CDI;;;;Cadre;Démission, vous aviez une autre proposition de contrat;;Opérer une mobilité géographique (y compris à l'international);;MES ingenieur;Non;Non;Non;Non;Non;;;;;;;Démarché par un chasseur de têtes;;Le lieu géographique (hors pays étranger);;;Une entreprise privée;;Société de conseil / d'ingénierie ou Bureau d'études indépendant;De 100 à 249 salariés;Bureau d'études;CDI;;;;;;Cadre;Etudes et développement en systèmes d'information;;Temps plein;;Oui;2;59;;Lille;Le véritable emploi que vous recherchiez;;Non;
22SDI395EC;mars-23;2022;Diplôme d'Ingénieur Polytech Informatique [apprentissage] 5A;Informatique apprentissage;F;23;FRANCAIS(E);Bac S;54;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Développeur avancé;Non;Non;Non;Non;Non;;;;;;;Apprenti : embauché par l'entreprise d'apprentissage;;Autre;;0;Une entreprise privée;;Aucune des trois propositions;De 500 à 1 999 salariés;Institution financière/Banque/Assurance;CDI;;;;;;Cadre;Exploitation / maintenance informatique;;Temps plein;;Oui;2;69;;Limonest;Un emploi précaire en attendant mieux;;Oui;Opérer une réorientation professionnelle
22MDI405AR;mars-23;2022;Diplôme d'Ingénieur Polytech Informatique [apprentissage] 5A;Informatique apprentissage;M;22;FRANCAIS(E);Bac S;38;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Ingénieur débutant;Non;Oui;Non;Non;Non;;;;;;;Apprenti : embauché par l'entreprise d'apprentissage;;Les perspectives de croissance de l'entreprise;;0;Une entreprise privée;;Aucune des trois propositions;De 500 à 1 999 salariés;Transports (services);CDI;;;;;;Cadre;Communication;;Temps plein;;Oui;2;69;;Limonest;Un emploi satisfaisant mais lié à la conjoncture;;Non;
22RDI226AM;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Génie Biomédical);Génie Biomédical;F;23;FRANCAIS(E);Bac S;33;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Field technical engineer in electrophysiology;Non;Non;Non;Non;Non;;;;;;;Site Internet d'entreprise;;L'adéquation entre projet professionnel et emploi;;1;Une entreprise privée;;Aucune des trois propositions;50 000 salariés et plus;Industrie pharmaceutique;CDI;;;;;;Cadre;Assistance technique;;Temps plein;;Non;;69;;Lyon;Le véritable emploi que vous recherchiez;;Non;
22BDI397EL;mars-23;2022;Diplôme d'Ingénieur Polytech Informatique [apprentissage] 5A;Informatique apprentissage;M;22;FRANCAIS(E);Bac S;55;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Ingénieur informatique;Non;Oui;Non;Non;Non;;;;;;;Relations personnelles;;L'adéquation entre projet professionnel et emploi;;4;Une entreprise privée;;ESN (Entreprise de Services du Numérique – anciennement SSII);De 2 000 à 9 999 salariés;Société de conseil;CDI;;;;;;Cadre;Réseaux, intranet, internet, télécommunications;;Temps plein;;Oui;3;69;;Lyon;Un emploi satisfaisant mais lié à la conjoncture;;Non;
22BDI356RT;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Mécanique);Mécanique;M;22;FRANCAIS(E);Bac S;34;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Directeur financier et commercial;Oui;Oui;Non;Oui;Non;;;;;;;J'ai créé / repris une entreprise;;Autre;Expérience;0;Vous-même;;Aucune des trois propositions;Moins de 10 salariés;Industries des technologies de l’information, Entreprises de Services Numériques;Profession libérale, indépendant, chef d'entreprise;;Oui;Oui (l'entreprise est actuellement en activité);;;Cadre;Direction générale;;Temps plein;;Oui;2;69;;Lyon;Le véritable emploi que vous recherchiez;;Non;
22PDI399EB;mars-23;2022;Diplôme d'Ingénieur Polytech Informatique [apprentissage] 5A;Informatique apprentissage;M;22;FRANCAIS(E);Bac S;37;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Ingénieur développement logiciel;Non;Non;Non;Non;Non;;;;;;;Autre;Recommandations;L'adéquation entre projet professionnel et emploi;;3;Une entreprise privée;;Aucune des trois propositions;De 250 à 499 salariés;Edition, audiovisuel et diffusion;CDI;;;;;;Cadre;Autre;Développement web;Temps plein;;Oui;3;69;;Lyon;Un emploi satisfaisant mais lié à la conjoncture;;Non;
22ODI262LI;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Génie Industiel);Génie industriel;M;22;IVOIRIEN(NE);Bac S;34;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;PLM Engineer;Non;Non;Non;Non;Non;;;;;;;Candidature spontanée (hors candidature via un site internet);;Le montant du salaire proposé;;0;Une entreprise privée;;Société de conseil / d'ingénierie ou Bureau d'études indépendant;50 000 salariés et plus;Industries des technologies de l’information, Entreprises de Services Numériques;CDI;;;;;;Cadre;Informatique industrielle et technique;;Temps plein;;Oui;4;69;;Lyon;Le véritable emploi que vous recherchiez;;Non;
22NDI285EA;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Informatique);Informatique;F;22;FRANCAIS(E);Bac S;37;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Consultant data;Non;Non;Non;Non;Non;;;;;;;Stage de fin d'études;;Autre;Avoir un patron qui aime transmettre pour me permettre de monté en compétence;0;Une entreprise privée;;ESN (Entreprise de Services du Numérique – anciennement SSII);Moins de 10 salariés;Activités informatiques et service d'information;CDI;;;;;;Cadre;Informatique industrielle et technique;;Temps plein;;Oui;4;69;;Lyon;Un emploi satisfaisant mais lié à la conjoncture;;Non;
22CDI224UE;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Génie Biomédical);Génie Biomédical;M;24;FRANCAIS(E);Bac Pro. I;43;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Consultant fonctionnel médical;Non;Non;Oui;Non;Non;;;;;;;Réseaux sociaux professionnels (Viadéo, Linkedin);;Autre;Correspond à mes envies personnelles;2;Une entreprise privée;;ESN (Entreprise de Services du Numérique – anciennement SSII);De 500 à 1 999 salariés;Industries des technologies de l’information, Entreprises de Services Numériques;CDI;;;;;;Cadre;Ingénieur(e) d'affaires, responsables d'affaires;;Temps plein;;Oui;1;69;;Lyon;Un emploi satisfaisant mais lié à la conjoncture;;Non;
22BDI306MI;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Matériaux);Matériaux;M;21;FRANCAIS(E);Bac S;34;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Ingénieur méthodes de construction;Oui;Oui;Non;Non;Non;;;;;;;Réseaux sociaux professionnels (Viadéo, Linkedin);;Les perspectives de croissance de l'entreprise;;4;Une entreprise publique (La Poste, SNCF, EDF...);;;50 000 salariés et plus;Energie;CDI;;;;;;Cadre;Méthodes, contrôle de production, maintenance;;Temps plein;;Oui;1;69;;Lyon;Le véritable emploi que vous recherchiez;;Non;
22LDI398UE;mars-23;2022;Diplôme d'Ingénieur Polytech Informatique [apprentissage] 5A;Informatique apprentissage;M;22;FRANCAIS(E);Bac S;54;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Directeur Général;Oui;Oui;Oui;Oui;Non;;;;;;;J'ai créé / repris une entreprise;;L'adéquation entre projet professionnel et emploi;;0;Vous-même;;ESN (Entreprise de Services du Numérique – anciennement SSII);Moins de 10 salariés;Industries des technologies de l’information, Entreprises de Services Numériques;Profession libérale, indépendant, chef d'entreprise;;Oui;Oui (l'entreprise est actuellement en activité);;;Cadre;Direction générale;;Temps plein;;Oui;0;69;;Lyon;Le véritable emploi que vous recherchiez;;Non;
22VDI296UI;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Informatique);Informatique;M;22;FRANCAIS(E);Bac technologique;54;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Développeur fullstack;Non;Oui;Oui;Non;Non;;;;;;;Réseaux sociaux professionnels (Viadéo, Linkedin);;La politique globale des ressources humaines;;0;Une entreprise privée;;ESN (Entreprise de Services du Numérique – anciennement SSII);De 50 à 99 salariés;Institution financière/Banque/Assurance;CDI;;;;;;Cadre;Etudes et développement en systèmes d'information;;Temps plein;;Oui;4;69;;Lyon;Un emploi satisfaisant mais lié à la conjoncture;;Non;
22VDI406RN;mars-23;2022;Diplôme d'Ingénieur Polytech Informatique [apprentissage] 5A;Informatique apprentissage;M;23;FRANCAIS(E);Bac S;54;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Directeur Général;Oui;Oui;Oui;Oui;Non;;;;;;;J'ai créé / repris une entreprise;;L'adéquation entre projet professionnel et emploi;;0;Vous-même;;ESN (Entreprise de Services du Numérique – anciennement SSII);Moins de 10 salariés;Industries des technologies de l’information, Entreprises de Services Numériques;Profession libérale, indépendant, chef d'entreprise;;Oui;Oui (l'entreprise est actuellement en activité);;;Cadre;Direction générale;;Temps plein;;Oui;0;69;;Lyon;Le véritable emploi que vous recherchiez;;Non;
22GDI412UC;mars-23;2022;Diplôme d'Ingénieur Polytech Informatique FISA 5A;Informatique FISA;F;23;FRANCAIS(E);Bac S;38;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Consultant Développeur;Non;Non;Non;Non;Non;;;;;;;Réseaux sociaux professionnels (Viadéo, Linkedin);;Autre;Possibilité de pouvoir changer de mission facilement;0;Une entreprise privée;;ESN (Entreprise de Services du Numérique – anciennement SSII);De 2 000 à 9 999 salariés;Industries des technologies de l’information, Entreprises de Services Numériques;CDI;;;;;;Cadre;Recherche-Développement, études scientifiques et techniques;;Temps plein;;Oui;2;69;;Lyon;Un emploi satisfaisant mais lié à la conjoncture;;Non;
22DDI402UR;mars-23;2022;Diplôme d'Ingénieur Polytech Informatique [apprentissage] 5A;Informatique apprentissage;M;23;FRANCAIS(E);Bac S;52;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Président;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;;J'ai créé / repris une entreprise;;L'adéquation entre projet professionnel et emploi;;0;Vous-même;;ESN (Entreprise de Services du Numérique – anciennement SSII);Moins de 10 salariés;Industries des technologies de l’information, Entreprises de Services Numériques;Profession libérale, indépendant, chef d'entreprise;;Oui;Oui (l'entreprise est actuellement en activité);;;Cadre;Direction générale;;Temps plein;;Oui;1;69;;Lyon;Le véritable emploi que vous recherchiez;;Non;
22NDI369UL;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Mécanique);Mécanique;F;22;FRANCAIS(E);Bac S;33;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Ingénieur mécanique pour des activités de démantèlement;Non;Non;Non;Non;Non;;;;;;;Site Internet d'entreprise;;Le plan d'évolution de carrière proposé par l'entreprise;;1;Une entreprise privée;;Société de conseil / d'ingénierie ou Bureau d'études indépendant;De 2 000 à 9 999 salariés;Energie;CDI;;;;;;Cadre;Etudes - conseil et expertise;;Temps plein;;Oui;2;69;;Lyon;Un emploi satisfaisant mais lié à la conjoncture;;Non;
22SDI408AR;mars-23;2022;Diplôme d'Ingénieur Polytech Informatique [apprentissage] 5A;Informatique apprentissage;F;22;FRANCAIS(E);Bac S;38;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Architecte Recherche et Développement;Non;Non;Non;Non;Non;;;;;;;Apprenti : embauché par l'entreprise d'apprentissage;;L'adéquation entre projet professionnel et emploi;;0;Une entreprise privée;;Aucune des trois propositions;De 50 à 99 salariés;Télécommunications;CDI;;;;;;Cadre;Recherche-Développement, études scientifiques et techniques;;Temps plein;;Oui;4;69;;Lyon;Un emploi satisfaisant mais lié à la conjoncture;;Oui;Autre
22BDI396AX;mars-23;2022;Diplôme d'Ingénieur Polytech Informatique [apprentissage] 5A;Informatique apprentissage;M;21;FRANCAIS(E);Bac S;47;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Consultant technique;Non;Non;Non;Oui;Non;;;;;;;Relations personnelles;;Le lieu géographique (hors pays étranger);;0;Une entreprise privée;;Société de conseil / d'ingénierie ou Bureau d'études indépendant;De 50 à 99 salariés;Activités informatiques et service d'information;CDI;;;;;;Non cadre;Informatique industrielle et technique;;Temps plein;;Oui;1;69;;Lyon;Le véritable emploi que vous recherchiez;;Non;
22RDI413NT;mars-23;2022;Diplôme d'Ingénieur Polytech Informatique FISA 5A;Informatique FISA;M;22;FRANCAIS(E);Bac S;61;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Consultant technico-fonctionnel Sage X3;Non;Oui;Non;;Non;;;;;;;Apprenti : embauché par l'entreprise d'apprentissage;;Le plan d'évolution de carrière proposé par l'entreprise;;0;Une entreprise privée;;Société de conseil / d'ingénierie ou Bureau d'études indépendant;De 50 à 99 salariés;Activités informatiques et service d'information;CDI;;;;;;Non cadre;Informatique industrielle et technique;;Temps plein;;Oui;1;69;;Lyon;Le véritable emploi que vous recherchiez;;Non;
22LDI376UR;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Maths appliquées);Maths appliquées;M;22;FRANCAIS(E);Bac S;38;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Associé / Chef de Projet / Data Scientist;Non;Oui;Oui;Oui;Non;;;;;;;J'ai créé / repris une entreprise;;Les perspectives de croissance de l'entreprise;;0;Vous-même;;Aucune des trois propositions;Moins de 10 salariés;Arts, spectacles et activités récréatives;Profession libérale, indépendant, chef d'entreprise;;Oui;Oui (l'entreprise est actuellement en activité);;;Non cadre;Recherche-Développement, études scientifiques et techniques;;Temps plein;;Oui;3;69;;Lyon;Le véritable emploi que vous recherchiez;;Non;
22ODI326OP;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Matériaux);Matériaux;F;22;FRANCAIS(E);Bac S;22;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Consultant;Non;Oui;Non;Non;Non;;;;;;;Réseaux sociaux professionnels (Viadéo, Linkedin);;Le plan d'évolution de carrière proposé par l'entreprise;;1;Une entreprise privée;;ESN (Entreprise de Services du Numérique – anciennement SSII);De 2 000 à 9 999 salariés;Industries des technologies de l’information, Entreprises de Services Numériques;CDI;;;;;;Cadre;Informatique industrielle et technique;;Temps plein;;Oui;2;69;;Lyon;Un emploi satisfaisant mais lié à la conjoncture;;Non;
22TDI295AS;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Informatique);Informatique;M;23;FRANCAIS(E);Bac S;23;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Ingénieur d'études;Non;Oui;Oui;Non;Non;;;;;;;Stage de fin d'études;;L'adéquation entre projet professionnel et emploi;;0;Une entreprise privée;;ESN (Entreprise de Services du Numérique – anciennement SSII);De 2 000 à 9 999 salariés;Activités informatiques et service d'information;CDI;;;;;;Cadre;Informatique industrielle et technique;;Temps plein;;Oui;3;69;;Lyon;Le véritable emploi que vous recherchiez;;Non;
22BDI279DO;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Informatique);Informatique;M;22;FRANCAIS(E);Bac S;37;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Ingénieur Recherche et Développement;Oui;Non;Oui;Non;Non;;;;;;;Stage de fin d'études;;Les perspectives de croissance de l'entreprise;;0;Une entreprise privée;;ESN (Entreprise de Services du Numérique – anciennement SSII);De 10 à 19 salariés;Activités informatiques et service d'information;CDI;;;;;;Cadre;Etudes et développement en systèmes d'information;;Temps plein;;Non;;69;;Lyon;Un emploi satisfaisant mais lié à la conjoncture;;Oui;Etre mieux rémunéré(e)
22DDI293IN;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Informatique);Informatique;M;23;FRANCAIS(E);Bac S;86;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Ingénieur informatique;Non;Non;Non;Non;Non;;;;;;;Démarché par un chasseur de têtes;;L'adéquation entre projet professionnel et emploi;;1;Une entreprise privée;;ESN (Entreprise de Services du Numérique – anciennement SSII);De 500 à 1 999 salariés;Activités informatiques et service d'information;CDI;;;;;;Cadre;Etudes et développement en systèmes d'information;;Temps plein;;Oui;2;69;;Lyon;Un emploi satisfaisant mais lié à la conjoncture;;Non;
22PDI409EM;mars-23;2022;Diplôme d'Ingénieur Polytech Informatique FISA 5A;Informatique FISA;M;22;FRANCAIS(E);Bac S;10;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Développeur fullstack;Non;Non;Non;Non;Non;;;;;;;Apprenti : embauché par l'entreprise d'apprentissage;;Autre;J'aime ce que fais là-bas;0;La fontion publique territoriale;;;De 2 000 à 9 999 salariés;Administration d'Etat, territoriale, hospitalière;CDD;;;;;;Cadre;Informatique industrielle et technique;;Temps plein;;Oui;1;69;;Lyon;Le véritable emploi que vous recherchiez;;Non;
22FDI207UL;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Génie Biomédical);Génie Biomédical;F;22;FRANCAIS(E);Bac S;47;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Chargé de projet système d'information;Non;Oui;Non;Non;Non;;;;;;;Relations personnelles;;Le lieu géographique (hors pays étranger);;4;Un organisme à but non lucratif ou une association;;Aucune des trois propositions;De 10 à 19 salariés;Santé humaine et action sociale;CDI;;;;;;Cadre;Etudes et développement en systèmes d'information;;Temps plein;;Oui;2;69;;Lyon;Un emploi satisfaisant mais lié à la conjoncture;;Non;
22BDI203OU;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Génie Biomédical);Génie Biomédical;F;25;TUNISIEN(NE);Bac étranger;34;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Responsable qualité et affaires réglementaires;Oui;Oui;Non;Non;Non;;;;;;;Site Internet d'entreprise;;Le plan d'évolution de carrière proposé par l'entreprise;;0;Une entreprise privée;;Aucune des trois propositions;De 10 à 19 salariés;Santé humaine et action sociale;CDI;;;;;;Cadre;Autre;Affaires réglementaires des dispositifs médicaux;Temps plein;;Oui;2;69;;Lyon;Le véritable emploi que vous recherchiez;;Non;
22SDI309EH;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Matériaux);Matériaux;M;22;FRANCAIS(E);Bac S;55;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Business Developer;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Urssaf;Candidature spontanée (hors candidature via un site internet);;Les perspectives de croissance de l'entreprise;;2;Une entreprise privée;;Aucune des trois propositions;De 50 à 99 salariés;Activités informatiques et service d'information;CDI;;;;;;Non cadre;Commercial;;Temps plein;;Oui;1;69;;Lyon;Un emploi satisfaisant mais lié à la conjoncture;;Non;
22YDI392AM;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Maths appliquées);Maths appliquées;M;22;IVOIRIEN(NE);Bac étranger;84;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Consultant data;Non;Oui;Non;Non;Non;;;;;;;Réseaux sociaux professionnels (Viadéo, Linkedin);;L'adéquation entre projet professionnel et emploi;;1;Une entreprise privée;;Société de conseil / d'ingénierie ou Bureau d'études indépendant;De 2 000 à 9 999 salariés;Energie;CDI;;;;;;Cadre;Autre;data;Temps plein;;Oui;3;69;;Lyon;Le véritable emploi que vous recherchiez;;Non;
22MDI269AP;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Informatique);Informatique;M;21;FRANCAIS(E);Bac S;31;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Ingénieur en Technologies de l’Information;Non;Non;Non;Non;Non;;;;;;;Stage de fin d'études;;La politique globale des ressources humaines;;3;Une entreprise privée;;ESN (Entreprise de Services du Numérique – anciennement SSII);50 000 salariés et plus;Industries des technologies de l’information, Entreprises de Services Numériques;CDI;;;;;;Cadre;Etudes et développement en systèmes d'information;;Temps plein;;Oui;2;69;;Lyon;Un emploi satisfaisant mais lié à la conjoncture;;Non;
22TDI360UL;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Mécanique);Mécanique;M;22;FRANCAIS(E);Bac S;21;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Ingénieur conception mécanique;Non;Non;Non;Non;Non;;;;;;;Stage de fin d'études;;Les perspectives de croissance de l'entreprise;;0;Une entreprise privée;;Société de conseil / d'ingénierie ou Bureau d'études indépendant;De 100 à 249 salariés;Energie;CDI;;;;;;Cadre;Recherche-Développement, études scientifiques et techniques;;Temps plein;;Oui;2;69;;Lyon;Le véritable emploi que vous recherchiez;;Non;
22RDI325OU;mars-23;2022;Diplôme d'Ingénieur Polytech 5ème année (Matériaux);Matériaux;F;21;MAROCAIN(E);Bac étranger;75;Oui;En activité professionnelle;;;;;;;;;;;;;;;2ème emploi ou plus depuis votre sortie de l'école*;2;Site Internet spécialisé dans l'emploi (Apec...);;Une entreprise privée;;Autres secteurs industriels;CDI;;;;Cadre;Démission, vous aviez une autre proposition de contrat;;Acquérir par la formation de nouvelles compétences;;Chef de produit comptage;Oui;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;;Site Internet spécialisé dans l'emploi (Apec...);;L'adéquation entre projet professionnel et emploi;;;Une entreprise privée;;Aucune des trois propositions;De 250 à 499 salariés;Energie;CDI;;;;;;Cadre;Méthodes, contrôle de production, maintenance;;Temps plein;;Oui;2;69;;Lyon;Autre;Un emploi qui me permet de monter en compétences;Non;
22RDI411AU;mars-23;2022;Diplôme d'Ingénieur Polytech Informatique FISA 5A;Informatique FISA;F;24;FRANCAIS(E);Bac S;10;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Développeur logiciel;Non;Oui;Non;Non;Oui;Non;Non;Non;Oui;Non;;Apprenti : embauché par l'entreprise d'apprentissage;;Autre;Qualité technique;0;Une entreprise privée;;Aucune des trois propositions;De 250 à 499 salariés;Industries des technologies de l’information, Entreprises de Services Numériques;CDI;;;;;;Cadre;Assistance technique;;Temps plein;;Oui;2;69;;Lyon;Le véritable emploi que vous recherchiez;;Non;
22HDI403YR;mars-23;2022;Diplôme d'Ingénieur Polytech Informatique [apprentissage] 5A;Informatique apprentissage;M;22;FRANCAIS(E);Bac S;47;Oui;En activité professionnelle;;;;;;;;;;;;;;;1er emploi depuis votre sortie de l'école*;;;;;;;;;;;;;;;;Développeur;Non;Non;Non;Non;Non;;;;;;;Réseaux sociaux professionnels (Viadéo, Linkedin);;L'adéquation entre projet professionnel et emploi;;1;Une entreprise privée;;Société de conseil / d'ingénierie ou Bureau d'études indépendant;De 50 à 99 salariés;Activités informatiques et service d'information;CDI;;;;;;Cadre;Etudes et développement en systèmes d'information;;Temps plein;;Oui;2;69;;Lyon;Le véritable emploi que vous recherchiez;;Non;
